title;genres;keywords;popularity;average_vote;num_votes
10 Things I Hate About You;comedy, romance, drama;shakespeare, sister, high school, cannabis, deception, teen movie, shrew, archery, feel-good ending, opposites attract, duringcreditsstinger, teenage romance, play adaptation, overprotective father;12.069966;7.3;1768.0
Tango;drama, foreign, romance;dancer, tango, musical, love;0.596717;6.8;6.0
The Out-of-Towners;comedy;new york, travel, misfortune;9.019881;5.1;46.0
The Dreamlife of Angels;drama, foreign;factory worker, coma, soulmates, flat, shortage of money, female friendship, friendship;0.417705;6.9;18.0
Metroland;comedy, drama;london england, liar, compromise, nude model;0.5035029999999999;6.1;8.0
The Sticky Fingers of Time;science fiction, drama;future, bisexuality, time travel, woman director;0.623073;4.8;3.0
Following;crime, drama, thriller;london england, robbery, burglar, prosecution, thief, independent film, writer, stranger, neo-noir;5.283661;7.2;363.0
Go;crime, comedy, thriller;ecstasy, drug dealing, drug, reference to family circus, high, bisexual man, multiple storylines;8.344282000000002;7.0;198.0
Never Been Kissed;romance, comedy, drama;chicago, journalist, newspaper, undercover, entrapment, kiss, nerd, high school, party, love, prank, prom, reporter, teenager, humiliation, editor;7.2576789999999995;5.8;378.0
Twin Dragons;comedy, action;mistaken identity, martial arts master, pianist, twins, grand piano, concert pianist;10.222076;6.2;72.0
Cookie's Fortune;comedy, drama, thriller;suicide, mississippi, small town, suspicion of murder, theatre milieu, theatre director;3.3806839999999996;6.2;35.0
Foolish;comedy, drama;independent film, sexual humor, drug humor;0.43182200000000004;6.3;3.0
Lovers of the Arctic Circle;drama, mystery, romance;suicide, love at first sight, brother sister relationship, becoming an adult, love of one's life, first time, pilot, scandinavia, snow, fate, coincidence, relationship, divorce, family, antarctic;2.995334;7.1;54.0
Goodbye Lover;thriller, comedy, crime, mystery;corruption, prostitute, sex, detective, assassin, infidelity, nudity, fraud, politician, murder, romance, betrayal, singer, erotic movie, neo-noir;8.661415;5.8;11.0
Life;comedy, crime;mississippi, racist, bootlegging, criminal, life imprisonment;7.5794440000000005;6.4;179.0
Hideous Kinky;romance, drama;hippie, culture clash, morocco, arabian, lover, sister, independent film;2.402484;6.2;23.0
Jeanne and the Perfect Guy;drama;love, activism, hospital visit;0.38359;4.5;3.0
Open Your Eyes;drama, thriller;love triangle, madrid, love of one's life, ladykiller, face operation, fall from skyscraper, virtual reality, life extension, car crash, best friend, psychiatrist, psychiatric;8.842959;7.4;211.0
SLC Punk;crime, romance, comedy, drama, music;punk, independent film, redneck, salt lake city, hospital, breaking the fourth wall, bromance;4.370812;7.3;93.0
Lost & Found;comedy, romance;restaurant, neighbor, dog, ring;1.3370959999999998;4.9;26.0
Pushing Tin;comedy, drama;competition, airport, air controller, adversary;7.073467;5.7;117.0
Election;comedy;jealousy, infidelity, vandalism, museum, motel, graduation, scandal, ambition, politics, high school, bias, satire, party, crush, independent film, teacher, morality, trust, election, overachiever;7.174396000000001;6.7;275.0
eXistenZ;action, thriller, science fiction, horror;video game, hacker, bodyguard, pop star, virtual reality, dystopia, virtual fight;11.446138000000001;6.7;487.0
The Mighty Peking Man;science fiction, action, fantasy;gorilla;1.867807;4.8;12.0
Let It Come Down: The Life of Paul Bowles;documentary;woman director;0.0018239999999999999;0.0;0.0
Entrapment;romance, drama, mystery;london england, new year's eve, skyscraper, burglar, distrust, undercover, blackmail, nudity, thief, heist, older man younger woman relationship, art thief, criminal, art theft, millennium, manhattan, new york city, gala, kuala lumpur malaysia;10.623330000000001;6.0;613.0
Idle Hands;thriller, comedy, horror;teenager, attic, knitting needle, noise complaint, crawling hand, angel costume, trowel, bass guitarist, priestess;6.851628;6.1;183.0
Get Real;drama, romance;gay, coming out, high school, based on play or musical, coming of age, britain, lgbt child;2.196587;6.6;45.0
Heaven;crime, thriller;architect, stripper, vision;0.310475;6.1;5.0
The King of Masks;drama;china, deception, street performer, master and student;2.2917240000000003;7.8;12.0
Three Seasons;drama, foreign;poetry, prostitute, vietnam, leprosy, flower girl, song, daughter, post war life;0.632591;6.8;7.0
The Winslow Boy;drama;court case, british, lawyer, 20th century;2.69143;6.4;22.0
Mildred Pierce;crime, drama;beach, infidelity, restaurant, promise, romance, melodrama, singing, girl, beach house, mother daughter estrangement, film noir;4.497049;7.4;81.0
Night of the Comet;comedy, horror, science fiction;post-apocalyptic, comet, end of the world;4.947043;6.1;94.0
Chopping Mall;horror, science fiction;sex, nudity, laser, shopping mall, remote control, party, electrocution, robot, mall, lockdown, woman director, trapped in building, falling;8.034105;5.5;58.0
My Science Project;comedy, family, fantasy, science fiction;time travel, dinosaur, science;3.868014;6.1;41.0
Dick Tracy;adventure, action, comedy, thriller, crime;corruption, crime fighter, gangster boss, investigation, based on comic, policeman;8.304775999999999;5.9;258.0
The Mummy;adventure, action, fantasy;library, secret passage, cairo, egypt, pastor, pyramid, sandstorm, solar eclipse, mummy, foreign legion, nile, secret society, treasure hunt, remake, ancient egypt, opposites attract, 1920s;23.984065;6.6;2796.0
The Castle;drama, comedy;underdog, airport, court case, australian, family history, australia, court, cult comedy, kickboxing, david and goliath;4.3375449999999995;7.4;69.0
This Is My Father;drama, romance;illinois, father, independent film, ireland;1.7042540000000002;4.5;2.0
Xiu Xiu: The Sent-Down Girl;drama, foreign;female nudity, rape, woman director;1.2867469999999999;7.3;7.0
A Midsummer Night's Dream;fantasy, drama, comedy, romance;shakespeare, fairy, lover, promise, luck, puck;6.078792;6.4;95.0
Trippin';comedy, romance;high school, prom;0.218263;4.5;4.0
After Life;fantasy, drama;grandmother grandson relationship, cloud, airplane, heaven, bell, teenage girl, memory, old man, videotape, eternity, disneyland, remembrance;2.916805;7.3;49.0
Black Mask;action;library, martial arts, bookshop, chinese mafia, police, mafia boss, masked hero;7.632785;5.8;55.0
Edge of Seventeen;comedy, drama, romance;gay, ohio, homosexuality, independent film, coming of age, summer, gay man, amusement park, lgbt;1.666469;5.7;29.0
Star Wars: Episode I - The Phantom Menace;adventure, action, science fiction;prophecy, senate, queen, taskmaster, galaxy, apprentice, taxes, space opera;15.649091;6.4;4526.0
The Love Letter;comedy, drama, romance;love letter, misunderstanding;2.012283;5.9;17.0
Besieged;drama, romance;composer, love, jail, gift, pianist, english;5.435716;7.2;14.0
Frogs for Snakes;thriller, comedy, crime;collections, loan shark, actor;0.43187600000000004;0.0;0.0
The Saragossa Manuscript;comedy, drama, fantasy, mystery;spain, book, vorfahren;2.277685;7.4;23.0
The Mummy;horror;egypt, virgin, museum, mummy, incantation, reincarnation, resurrection, buried alive, excavation, trance, goddess, sorcerer, african, classic horror, priestess, eternal love, archeologist, condemned man, buried tomb, ancient curse, ancient scroll;12.190044;6.9;121.0
The Mummy;horror;mummy, swamp, princess, remake, nursing home, hammer horror, tomb, ancient egypt;4.662323000000001;6.8;58.0
The Mummy's Curse;horror;monster, mummy, louisiana, swamp, sequel, ancient religion, reincarnated princess, ancient curse, cajuns;2.121075;6.9;11.0
The Mummy's Ghost;horror;small town, mummy, swamp, revenge, police detective, high priest, college student, ancient religion, sarcophagus, reincarnated princess, ancient curse, vicious killings, miner's adit;1.569494;6.9;10.0
The Mummy's Hand;horror;egypt, monster, mummy, buried alive, murder, curse, archaeologist, high priest, archaeological expedition, ancient religion, egyptian tomb, sarcophagus, buried tomb, burial chamber, secret rites;1.622519;6.5;14.0
The Mummy's Tomb;drama, fantasy, horror, mystery, thriller;egypt, monster, mummy, princess, sequel, revenge, murder, high priest, eqgyptian;0.674417;8.3;6.0
Mommie Dearest;drama;ax, biography, sociopath, lawyer, mansion, docudrama, perfection, adopted child;2.878266;6.6;55.0
Superman;action, adventure, fantasy, science fiction;saving the world, journalist, dc comics, crime fighter, nuclear missile, galaxy, superhero, based on comic, criminal, sabotage, north pole, midwest, kryptonite, super powers, superhuman strength, aftercreditsstinger, save the day;15.460102;6.9;1042.0
Superman II;action, adventure, fantasy, science fiction;saving the world, dc comics, sequel, superhero, based on comic, loss of virginity, criminal, super powers, phantom zone, rocket fired grenade, crystal machine, superhuman strength, duringcreditsstinger;10.301621;6.5;642.0
Superman III;comedy, action, adventure, fantasy, science fiction;saving the world, dc comics, super computer, identity crisis, loss of powers, sequel, superhero, based on comic, hacking, super powers, superhuman strength;9.614638000000001;5.3;500.0
Superman IV: The Quest for Peace;action, adventure, science fiction;saving the world, dc comics, mountain, nuclear missile, u.s. army, alter ego, sequel, superhero, laboratory, convertible, catholic school, newspaper editor, nuclear weapons, disarmament, volcanic eruption, great wall of china, super powers, superhuman strength;7.990678999999999;4.1;327.0
Dracula;horror;transylvania, based on novel, monster, castle, vampire, dracula, spider, count, based on play or musical, undead, sanitarium, classic horror, lunatic;7.503125999999999;7.2;254.0
House of Dracula;horror, science fiction;dracula, sequel, mad scientist, werewolf, classic horror, hunchback, frankenstein's monster;9.074831;5.8;20.0
House of Frankenstein;fantasy, horror, science fiction, thriller;dracula, frankenstein;2.542558;6.2;30.0
Frankenstein;drama, horror, science fiction;fire, monster, experiment, frankenstein, laboratory, mad doctor, girl, classic horror, body part, villager;8.091603;7.3;295.0
Son of Frankenstein;horror, science fiction;frankenstein, classic horror;3.5635879999999998;7.0;42.0
The Ghost of Frankenstein;fantasy, horror, science fiction;frankenstein;4.021579;6.4;26.0
Frankenstein Meets the Wolf Man;fantasy, horror, science fiction;moon, gypsy, cemetery, monster, frankenstein, sequel, werewolf, child murder, grave robbing, frankenstein's monster, lycanthrope;5.841791000000001;6.5;42.0
The Curse of Frankenstein;horror, science fiction;experiment, brain, guillotine, frankenstein, remake, revenge, murder, suspense, reanimation, mad scientist, morgue, decapitation, severed head, creature, gothic horror, hammer horror, severed hand, told in flashback, reanimated corpse, brain transplant;4.3079410000000005;6.8;61.0
Son of Dracula;fantasy, horror;sheriff, cemetery, monster, coffin, grave, vampire, voodoo, dracula, transformation, swamp, murder, father daughter relationship, crucifix, occult, vampire bat, female vampire;5.343065;6.8;16.0
The Wolf Man;horror, drama;gypsy, fortune teller, shotgun, wolf, amulet, full moon, beautiful woman, good vs evil, trap, wolfman, man beast, cane, pentagram, werewolf, classic horror, antiques shop, lycanthrope, body transformation, wolf's bane, gypsy camp;5.386984;7.2;124.0
Howling II: Stirba - Werewolf Bitch;thriller, horror;transylvania, female nudity, based on novel, monster, wolf, nudity, blood splatter, sequel, independent film, gore, blood, werewolf, exploding head, violence, axe in the head, severed hand;4.037458;4.2;41.0
Tarantula;horror, science fiction, thriller;monster, experiment, giant spider, deformation, laboratory, giant monster, scientist, desert, napalm, animal horror;4.453327;6.1;58.0
The Rocky Horror Picture Show;comedy, horror, music, science fiction;transvestism, transylvania, sex, marriage proposal, time warp, castle, musical, undressing, motorcycle, rock 'n' roll, cult classic, audience participation, dark and stormy night, creator creation relationship, lips;8.699428;7.4;703.0
The Flying Saucer;thriller, science fiction;spy, cold war, flying saucer, secret agent, alaska, independent film, espionage;0.432126;2.7;7.0
It Came from Hollywood;comedy, documentary;film making, narration, b movie;1.629796;6.0;12.0
The Thing from Another World;horror, science fiction;pilot, flying saucer, base, arctic, alien invasion;5.466036;6.9;142.0
It Came from Outer Space;horror, science fiction;small town, spacecraft, arizona, alien life-form, mind control, meteorite, astronomer;7.749114;6.2;52.0
The War of the Worlds;horror, science fiction, thriller;lasergun, space marine, dystopia, space invasion, alien invasion;5.609399;6.8;172.0
It Came from Beneath the Sea;horror, science fiction;submarine, san francisco, radiation, octopus, water monster, stop motion, scientist, animal horror;2.917071;5.4;20.0
Invasion of the Body Snatchers;horror, science fiction;based on novel, victim, dystopia, delusion, alien, doctor, patient, alien invasion, alien infection, doppelganger, tyranny, mccarthyism, emotionless, paranoid;6.135431;7.3;277.0
Earth vs. the Flying Saucers;action, science fiction;flying saucer, alien invasion, death ray;3.340532;6.0;41.0
It Conquered the World;horror, science fiction, thriller;monster, bat, mind control, alien, creature, scientist, venus the planet;2.141695;4.0;10.0
The Mole People;adventure, fantasy, horror, science fiction;mushroom, expedition, earthquake, ritual, glacier, prologue, creature, archaeologist, albino, hidden civilization, mesopotamia, nude sacrifice;0.8833059999999999;4.4;14.0
Swamp Thing;horror, science fiction;dc comics, based on comic, cult director, swamp thing;9.412377000000001;5.4;92.0
Pork Chop Hill;action, war, drama;war, korean war;2.522122;6.4;16.0
Run Silent, Run Deep;drama, war;submarine, world war ii, pacific theater;2.73837;7.5;31.0
Notting Hill;romance, comedy, drama;london england, bookshop, birthday, new love, film maker, paparazzi, press conference, wheelchair, bath tub, cohabitant, friendship, fame, celebration, movie star, spectacle;9.874042999999999;7.0;1309.0
The Thirteenth Floor;thriller, science fiction, mystery;artificial intelligence, simulation, computer program, virtual reality, dystopia, murder, los angeles;9.356587;6.8;381.0
Eternity and a Day;drama;independent film;1.266908;7.1;14.0
Twice Upon a Yesterday;comedy, drama, romance;ex-girlfriend, love, friends, destiny, spanish, woman director, actor;1.217192;5.1;8.0
Instinct;drama, mystery, thriller;prison, gorilla, research, instinct, murder, psychologist;6.236116;6.3;149.0
Buena Vista Social Club;documentary, music;cuba, music, son (musikstil), havanna, independent film, music band;11.619416000000001;7.3;76.0
Desert Blue;comedy, drama;bomb, fire, fbi, quarantine, independent film, water park, bonfire, explosives, four-wheelers, soda, aqueduct, beer bong, giant ice cream cone;2.4941880000000003;5.5;9.0
A Place at the Table;documentary;woman director;0.501046;6.9;7.0
A Place at the Table;documentary;woman director;0.501046;6.9;7.0
A Place at the Table;documentary;woman director;0.501046;6.9;7.0
A Place at the Table;documentary;woman director;0.501046;6.9;7.0
A Place at the Table;documentary;woman director;1.6733069999999999;6.9;7.0
A Place at the Table;documentary;woman director;1.6733069999999999;6.9;7.0
A Place at the Table;documentary;woman director;1.6733069999999999;6.9;7.0
A Place at the Table;documentary;woman director;1.6733069999999999;6.9;7.0
Free Enterprise;comedy, romance;dream, gathering, independent film, space opera;0.898365;5.8;10.0
Austin Powers: The Spy Who Shagged Me;adventure, comedy, crime, science fiction;saving the world, moon, submarine, clone, spy, cia, showdown, android, usa president, exotic island, cat, lasergun, nasa, undercover, space marine, car journey, auto, time travel, supermodel, single, aftercreditsstinger, duringcreditsstinger;13.984182;6.1;1034.0
Promise Her Anything;comedy, drama, fantasy;tax inspector;0.451412;0.0;0.0
The Red Violin;drama, thriller, mystery, music, romance;auction, violin;7.725842999999999;7.2;101.0
Tarzan;adventure, animation, drama, family;gorilla, baby, adoption, feral child, nest, animation, jungle, camp, orphan;12.453452;7.1;1715.0
The General's Daughter;crime, drama, mystery, thriller;suicide, detective, based on novel, bondage, general, paranoia, nudity, u.s. army, investigation, politics, cover-up, murder, betrayal, conspiracy, gang rape, father daughter relationship, videotape, military law;14.039654999999998;6.1;209.0
The Legend of 1900;fantasy;ocean, ship, pianistin, child prodigy, fondling;7.668214;8.1;554.0
Run Lola Run;action, drama, thriller;berlin, casino, nun, red hair, running, homeless person, supermarket, ambulance, subway, daughter, money, fate;7.765378999999999;7.2;672.0
Trekkies;documentary;pop culture, fan culture, documentary, science fiction, space opera, fan convention, fandom;4.795669999999999;6.3;22.0
Big Daddy;comedy, drama;bachelor, law, vomit, syracuse university, law school, young boy, politically incorrect, wetting pants, central park, public urination, child's point of view, responsibility, immaturity;8.011869;6.2;898.0
The Boys;drama;prisoner, australian, brother, sydney, australia, psychopath, parole board;1.239074;6.8;3.0
The Dinner Game;comedy;fool, tax inspector;6.122739;7.7;408.0
My Son the Fanatic;drama, comedy, foreign;pakistani, love, cab driver;0.147516;4.7;3.0
Zone 39;science fiction;future, post-apocalyptic;0.087065;5.0;2.0
Arachnophobia;comedy, horror;small town, outbreak, exterminator, spider bite, creature feature, spider queen, animal attack, spiders, invasive species, arachnophobia, animal horror, spider general;5.418428;6.2;445.0
South Park: Bigger, Longer & Uncut;animation, comedy, music;gay, mount rushmore national memorial, swear word, hell, world supremacy, elementary school, saddam hussein, blood splatter, atheist, sequel, surrealism, friends who hate each other, satan, based on tv series, cartoon sex, child swearing, visions of hell, u.s. canada war, shot to death, demon, adult animation, south park colorado;11.818055000000001;7.1;916.0
Wild Wild West;action, adventure, comedy, science fiction, western;steampunk, based on tv series, steam locomotive, drag;9.887602000000001;5.1;1042.0
Summer of Sam;thriller, drama, crime, romance;distrust, intolerance, punk rock, italian american, summer, bigotry, bronx;6.148540000000001;6.3;115.0
Les Amants du Pont-Neuf;drama, romance;prison, homeless person, subway, fireworks, tramp, self-inflicted injury, snow;3.62449;7.5;45.0
American Pie;comedy, romance;graduation, innocence, coming of age, teenager, high school student, pie, teen comedy, teenage sexuality, exchange student, sitting on a toilet, voyeurism, virginity, laxative, prom night;18.344227;6.4;2358.0
Arlington Road;drama, thriller, mystery;bomb, terrorist, fbi, professor, paranoia, college, wife, politics, army, murder, suspense, neighbor, agent, blueprint, classified, neo-noir;8.605659;7.0;246.0
Autumn Tale;drama, romance;women, southern france, widow, lonely hearts ad, friendship, wine, winegrower, french countryside;3.8426440000000004;7.0;12.0
Muppets from Space;fantasy, comedy, science fiction, family;puppet, the muppets;7.531667999999999;5.8;94.0
The Blair Witch Project;horror, mystery;witch, voodoo, legend, sorcery, maryland, forest, footage, horror, true, student, lost, found footage, film;14.838385999999998;6.3;1090.0
My Life So Far;comedy, drama;inventor, british, estate;1.786841;6.1;10.0
Eyes Wide Shut;mystery, drama;life and death, sexual obsession, free love, heterosexual, christmas party, eroticism, orgy, masked ball, marijuana, illegal prostitution;13.268483999999999;7.1;1266.0
Lake Placid;horror, comedy, action, science fiction, thriller;diving, sheriff, lake, crocodile, deputy, paleontologist, cow, maine, decapitation, severed head, scientist, remote, tooth, bear attack, campfire, severed toe, torso cut in half, giant crocodile, crocodile attack, animal horror;13.787107999999998;5.5;251.0
Ghostbusters;comedy, fantasy;mythology, loser, marshmallow, slime, supernatural powers, nerd, environmental protection agency, hybrid, possession, new york city twin towers, haunting, gate keeper, giant monster, paranormal phenomena, receptionist, ghost, duringcreditsstinger;22.089729000000002;7.3;2431.0
Ghostbusters II;comedy, fantasy;slime, ghostbuster, product placement, reincarnation, painting, crude humor, scream, single mother, old flame, courtroom, book store, chrysler building, river of slime, revolving door, reference to slinky, occult research;16.414239000000002;6.3;1131.0
Drop Dead Gorgeous;comedy;minnesota, mother role, beauty contest, girl from the province, hicktown, evil mother, mother daughter relationship, envy, pretty woman, mocumentary;6.396767;6.5;88.0
The Haunting;horror, thriller, fantasy, mystery;based on novel, trauma, castle, haunted house, insomnia, bone, poster, painting, remake, haunting, child labor, audio recording, spiral staircase, evil, loner, researcher, insomniac, paranormal activity, logbook,  strange noise, spook, cherub;8.967638;5.2;374.0
Inspector Gadget;action, adventure, comedy, family;gadget;11.677244;4.3;322.0
Trick;comedy, romance;gay, drag queen, screenwriter, one-night stand, stripper, independent film, gay relationship, new york city, it burns;2.493289;6.7;24.0
Deep Blue Sea;action, science fiction, thriller;shark attack, shark, alzheimer's disease, killer shark, no opening credits;7.493614999999999;5.6;616.0
Mystery Men;adventure, fantasy, action, comedy, science fiction;bowling, hostage, sphinx, training, insane asylum, tools, frankenstein, casanova, superhero, based on comic, independent film, comedy, spoof, skull, shovel, disco, superhero spoof, invisible man, dark horse comics, invisibility, rajah, bowling ball, spleen, evil genius;10.466306;5.7;255.0
Runaway Bride;comedy, romance;small town, self-discovery, just married, reporter, wedding, relationship;8.919469;5.8;472.0
Twin Falls Idaho;drama, romance;independent film;1.596052;7.1;12.0
The Killing;drama, action, thriller, crime;corruption, adultery, robbery, horse race, wife husband relationship, secret, way of life, sniper, ex-detainee, marriage crisis, femme fatale, bag of money, crime, classic noir;10.223264;7.7;290.0
Killer's Kiss;crime, drama, thriller;new york, woman between two men, hoodlum;6.107034;6.2;101.0
Spartacus;action, drama, history;gladiator, roman empire, gladiator fight, slavery, insurgence, ancient rome, torture, ancient world, slave, escaped slave, julius caesar;11.110375999999999;7.3;472.0
Lolita;drama, romance;sexual obsession, hotel, depression, loss of mother, small town, flirt, midlife crisis, eroticism, youngster, lolita, motel, diary, seduction, forbidden love, professor for literature, provocation, fascination, one-sided love, widow, adoptive father, loss of husband, summer camp, secret love;9.551293;7.3;409.0
Barry Lyndon;drama, romance, war;palace, british army, fencing, epic, debt, ireland, british soldier, seven years war, nobility, prussia;14.003467;7.7;521.0
The 400 Blows;drama;fondling, independent film, nouvelle vague, skipping school, mise en scene, fingerprinting,  mugshot, strict teacher, montmartre paris;7.268688;8.0;363.0
Jules and Jim;drama, romance;prostitute, adultery, based on novel, jealousy, musician, french, marriage, friendship, war, love, tragedy, nouvelle vague, triangle, austrian;5.9797910000000005;7.6;163.0
Vibes;romance, action, comedy;psychokinesis, psychic power, incan;7.3689279999999995;6.0;10.0
The Mosquito Coast;adventure, drama;paradise, living together, power, governance, exit, idealism, honduras, idealist, nature, emigrant;6.2248589999999995;6.3;126.0
The Golden Child;action, adventure, comedy;monk, social worker, wretch, tibet, demon, evil, missing person, mysticism, reluctant hero;8.236472000000001;5.6;311.0
Crimes of the Heart;drama, family;sister sister relationship, reunion;2.524937;6.0;17.0
The Color Purple;drama;prison, africa, southern usa, rape, black people, sister sister relationship, jazz, violent father, violent husband, empowerment, adoption, jazz musician, letter, incest;11.573561999999999;7.7;345.0
No Mercy;action, crime, thriller;sex, louisiana, vigilante, revenge, murder, violence, neo-noir;11.273675;5.7;38.0
Ménage;crime, drama, comedy;hustler, bisexuality, menage a trois, housebreaking, illegal prostitution;2.0105049999999998;6.0;25.0
Native Son;drama;chauffeur, paranoia;0.9100469999999999;2.0;2.0
The Mission;adventure, drama, action, history;christianity, mission, colonisation, south america, spanish, 18th century, indigenous peoples, assimilation, jesuit priest;11.241995;7.1;295.0
Little Shop of Horrors;horror, comedy, music;flower, solar eclipse, florist, assistant, plant, success, aggression by plant, investigation, nerd, blonde, carnivorous plant, remake, crush, based on play or musical, motorcycle, eclipse, part animated, dentist, bum, killer plant, skid row, based on movie, plant food, flesh eating plant, inept assistant, cult classic, man eating plant;7.409178999999999;6.7;389.0
The Little Shop of Horrors;comedy;aggression by plant, killer plant, man eating plant;4.327466;6.2;78.0
Allan Quatermain and the Lost City of Gold;action, adventure, comedy;brother brother relationship, africa, riddle, gold, treasure, treasure hunt, goldmine, archaeologist, missing person, archeology , allan quatermain;10.877201;4.6;70.0
The Morning After;crime, drama, mystery, thriller;blackout, alcohol abuse;2.995682;5.9;22.0
Radio Days;comedy, drama;beach, taxi driver, world war ii, radio, coney island, independent film, working class, binoculars, cigarette girl, radio plays;8.782912;7.0;131.0
The Bedroom Window;crime, thriller, mystery;cheating wife, hitchcockian;4.187498000000001;6.2;20.0
Deadtime Stories;horror, thriller;witch, cemetery, monster, babysitter, fairy tale, independent film, surprise ending, impalement, werewolf, cult film;1.7121380000000002;4.6;7.0
Light of Day;music, drama;brother sister relationship, cleveland, musical, rock, cancer, mother daughter relationship, conflict;1.745096;5.4;10.0
Wanted: Dead or Alive;action, thriller, crime, drama;bomb, terrorist, arabian, based on tv series;4.917167;5.4;22.0
Frances;drama;wrong accusal, biography, insanity, evil mother, based on true story, psychiatric hospital, hollywood, wrongful imprisonment, lost love, wrongful arrest, wrongful conviction, wrong diagnosis, movie actress, lobotomy, frances farmer, power abuse;2.0778689999999997;7.1;24.0
Dick;comedy;richard nixon, watergate, the white house;3.9606220000000003;5.7;67.0
The Iron Giant;adventure, animation, family, fantasy, science fiction;cold war, friendship, giant robot, sitting on a toilet, fear of unknown, 1950s, laxative;15.441459;7.6;1470.0
The Sixth Sense;mystery, thriller, drama;child abuse, sense of guilt, loss of child, confidence, psychology, dying and death, marriage crisis, afterlife, single, paranormal phenomena, cowardliness, child, spiritism;18.449169;7.7;3223.0
The Thomas Crown Affair;drama, crime, romance;martinique, claude monet, famous painting, glider, insurance agent, missing painting, stolen painting, valuable painting, rich people;10.961226;6.7;349.0
The Thomas Crown Affair;romance, crime, thriller, drama;in love with enemy, hold-up robbery, boredom, insurance salesman, business man, insurance fraud, plan, heist, theft, millionaire;9.444818;6.9;95.0
The Acid House;comedy, drama;flying, scotland, based on novel, baby, ecstasy, loser, lsd, god, controversy, controversial, night club, child swearing, soccer, drug, extramarital affair, based on short story, swearing, soccer team, acid;4.222607;6.4;33.0
Illuminata;drama;playwright, critic, theater;0.837943;6.3;7.0
Stiff Upper Lips;comedy;italy, victorian england, young woman;0.8821319999999999;10.0;1.0
The Yards;drama, action, thriller, crime;corruption, subway, infiltration, criminal;11.162383;6.0;98.0
Bowfinger;comedy;film producer, film director, movie studio, hollywood, filmmaking, movie actress;7.169508;6.0;258.0
Brokedown Palace;drama, thriller;holiday, prison, thailand, drug, injustice;6.570917999999999;6.2;115.0
Detroit Rock City;comedy, music;parent child relationship, kiss, independent film, youth, drug, detroit;6.074832;6.7;102.0
Better Than Chocolate;drama, romance;female nudity, transsexuality, canada, eroticism, coming out, music, lesbian relationship, lesbian, transgender, lesbian sex, lgbt, vancouver, woman director;5.12798;6.4;25.0
Head On;drama;gay, female nudity, bisexuality, drug scene, independent film, drug, woman director;3.4662040000000003;5.8;18.0
Marcello Mastroianni: I Remember;documentary;woman director;0.6144069999999999;5.5;2.0
Never Talk to Strangers;thriller, romance;telephone, police, love, police psychologist, erotic thriller;7.506958;4.7;31.0
Heaven Can Wait;fantasy, drama, comedy, romance;american football, sport, afterlife;5.232475;6.4;84.0
The Raven;comedy, fantasy, horror;raven;4.817514;6.3;56.0
The Tingler;horror;autopsy, black and white, pathologist;2.28087;6.4;34.0
The Pit and the Pendulum;fantasy, horror, drama;inquisition, spain, castle, supernatural, insanity, buried alive, gothic horror, secret door, cult film, madness, flashback, torturer, spanish inquisition, costume horror, pendelum, iron maiden, 1500s;4.392322;6.9;67.0
The Tomb of Ligeia;horror, drama;cat, edgar allan poe, black cat, tomb;3.631422;5.8;43.0
The Masque of the Red Death;drama, horror;sacrifice, prince, castle, satanism, village, revenge, murder, tragic villain, massacre, middle ages, edgar allan poe, evil prince, satanic ritual, plague, medieval times, devil worship;11.587199;6.6;62.0
Tales of Terror;thriller, comedy, horror, mystery;cat, spider, reincarnation, vase, wine, buried alive, horror, anthology, murder, zombie, corpse, extramarital affair, drunk, hypnotist, tomb, edgar allen poe, horror anthology;2.356666;6.3;35.0
Haunted Honeymoon;comedy, horror, music;radio program;2.858879;5.4;45.0
Cat's Eye;comedy, thriller, horror;smoking, cat, menace, anthology;6.781814999999999;5.9;140.0
And Now for Something Completely Different;comedy;blackmail, humor, stupidity, comedy, based on tv series, spoof, compilation, musical number, lumberjack, monty python, dead parrot, twit, physical comedy, intentional mistranslation, british comedy, cult movie cast, foot race, obstacle course, recurring character, anarchic comedy;9.132013;7.1;139.0
Damien: Omen II;action, drama, horror, thriller;prophecy, secret identity, devil's son, anti-christ, occultism;10.235373;6.1;170.0
Omen III: The Final Conflict;drama, horror, thriller;london england, ambassador, devil's son, anti-christ, demon;7.798615;5.5;132.0
Airplane!;comedy;chicago, alcohol, cataclysm, guitar, medicine, taxi driver, passenger, saxophone, stewardess, pilot, airplane, fear of flying, air controller, landing, autopilot, kiss, spoof, los angeles, alcohol abuse, aftercreditsstinger, anarchic comedy;13.063203;7.1;1104.0
Airplane II: The Sequel;comedy;moon, space marine, coffee, space travel, spoof, bomb planting, aftercreditsstinger, anarchic comedy;7.181664;6.0;276.0
An American Werewolf in Paris;horror, comedy;paris, meat, cowardliness, animal horror;7.145784;5.3;154.0
National Lampoon’s European Vacation;adventure, comedy, romance;london england, game show, chaos, travel, family vacation, eiffel tower paris, marriage problems, interrupted vacation, woman director;11.457485;6.0;232.0
National Lampoon's Vacation;comedy, adventure, romance;usa, relatives, family vacation, family holiday, duringcreditsstinger;7.747432000000001;7.1;412.0
Funny Farm;comedy;slapstick, city country contrast;11.303489;6.0;74.0
